,C,Al,V,Cr,Mn,Fe,Co,Ni,Cu,Mo,Ti,B,Hom_Temp(K),CR(%),Anneal_Temp(K),Anneal_Time(h),YS(Mpa),UTS(Mpa),El(%),Density,Miedema_dH_inter,Miedema_dH_amor,Miedema_dH_ss_min,Yang delta,Yang omega,APE mean,Radii local mismatch,Radii gamma,Configuration entropy,Lambda entropy,Electronegativity delta,Electronegativity local mismatch,VEC mean,Mixing enthalpy,Mean cohesive energy,Shear modulus mean,Shear modulus delta,Shear modulus local mismatch,Shear modulus strength model,mean atomic_mass,std_dev atomic_mass,mean atomic_radius,std_dev atomic_radius,mean mendeleev_no,std_dev mendeleev_no,mean electrical_resistivity,std_dev electrical_resistivity,mean thermal_conductivity,std_dev thermal_conductivity,mean melting_point,std_dev melting_point,mean bulk_modulus,std_dev bulk_modulus,mean coefficient_of_linear_thermal_expansion,std_dev coefficient_of_linear_thermal_expansion,constraint_1,constraint_2
10,0.0,0.0,10.0,10.0,0.0,45.0,35.0,0.0,0.0,0.0,0.0,0.0,1373,75.0,1173,0.166666666666667,427.0,745.0,70.1,7.916755402542371,-0.12320825004710995,-0.04624079813071986,-0.18919002349320113,0.023254649456802303,3.9527622207752446,0.00982456529855329,1.1600000000000001,1.043220345730832,-0.00987107273656875,-18.253441466348352,0.051236221588515346,0.11947499999999993,7.85,4.67,4.403499999999999,79.751,0.1991998971780464,7.12125,-0.019396754879640682,56.05062825,3.311207730153766,1.3775,0.030735264575884352,60.95,3.83783892751999,9.87e-08,4.990387706947112e-08,83.5,24.321322282253732,1870.05,193.85501586384737,171.5,8.974093332757251,1.119e-05,3.038907999933705e-06,145.50000000000028,24.250000000000096
11,0.0,0.0,10.0,10.0,0.0,45.0,30.0,5.0,0.0,0.0,0.0,0.0,1373,75.0,1273,0.333333333333333,359.0,732.0,55.8,7.919536249293385,-0.171865218347087,-0.08950488506813395,-0.22972223180834986,0.023120686288720806,4.218159913867412,0.009824678672150167,1.1875,1.0432142406960996,-0.01106447021115619,-20.698038087098947,0.05220773985298394,0.12422499999999996,7.9,4.9,4.406000000000001,79.68249999999999,0.19958649022896702,7.172625000000001,-0.01948951720128896,56.0386385,3.222886250707642,1.3775,0.030054694667103844,61.1,4.005470711469247,9.93e-08,4.8202886305440076e-08,83.05,23.44266184034108,1868.05,191.41786559794514,171.5,8.775380292048487,1.1210000000000001e-05,2.991203649047151e-06,324.333333333333,108.11111111111089
12,0.0,0.0,10.0,10.0,2.5,45.0,30.0,2.5,0.0,0.0,0.0,0.0,1373,75.0,1273,0.25,345.0,769.0,57.2,7.88509578928823,-0.15732130603182695,-0.07783382545724625,-0.21963029527232558,0.024075435472556344,4.480493327653539,0.00805431761986716,1.2837500000000002,1.0431959386376664,-0.011352611494114961,-19.586077704910366,0.053363105222094934,0.1284312499999999,7.824999999999999,4.72,4.368,79.71925,0.19938094135809992,7.14748125,-0.019456250037263173,55.944754625,3.184746573029809,1.37875,0.02983714143659647,60.925,3.840039275755427,1.335e-07,2.5704003784715387e-07,80.97,27.317337716013075,1862.825,200.6444784675781,170.0,12.945169503681782,1.14175e-05,3.5640266517661014e-06,243.25,60.8125
13,0.0,0.0,10.0,10.0,5.0,45.0,30.0,0.0,0.0,0.0,0.0,0.0,1373,75.0,1273,0.166666666666667,374.0,802.0,66.5,7.850839295754849,-0.1290722051769469,-0.05186143144810226,-0.1942486920248968,0.024933338213902128,4.567413303165275,0.006282544776458582,1.3725,1.0431776561222963,-0.011064470211156191,-17.79794119716828,0.0542369050503289,0.13169999999999993,7.75,4.5,4.33,79.756,0.1991744512580214,7.1205,-0.019419514277617435,55.850870750000006,3.1479370504245012,1.38,0.0295958174200193,60.75,3.662295558679568,1.677e-07,3.558676248598033e-07,78.89,30.5451657923913,1857.6,209.62545674795396,168.5,15.880484281718168,1.1625e-05,4.046964258308838e-06,162.16666666666697,27.027777777777885
14,0.0,0.0,10.0,10.0,0.0,45.0,20.0,15.0,0.0,0.0,0.0,0.0,1373,75.0,1173,1.0,294.0,625.0,36.0,7.925107385398981,-0.21803352421393773,-0.12794245455451458,-0.26684148375217415,0.022830533722945346,4.123955719792059,0.009825834948867707,1.2275000000000003,1.0432020371507362,-0.011858267030436652,-22.75040315201048,0.05402938249206559,0.13222499999999998,8.0,5.36,4.4110000000000005,79.54549999999999,0.2003498732767939,7.254825,-0.019630094081037802,56.014658999999995,3.124781888964412,1.3775,0.0294174202707275,61.4,4.351673578873183,1.005e-07,4.5959087917818405e-08,82.15,22.22666136702666,1864.05,190.85141403134074,171.5,8.589308690239498,1.1249999999999999e-05,2.965182573182922e-06,873.0,873.0
15,0.0,0.0,10.0,10.0,0.0,45.0,30.0,5.0,0.0,0.0,0.0,0.0,1473,50.0,1123,1.0,397.0,731.0,40.0,7.919536249293385,-0.171865218347087,-0.08950488506813395,-0.22972223180834986,0.023120686288720806,4.218159913867412,0.009824678672150167,1.1875,1.0432142406960996,-0.01106447021115619,-20.698038087098947,0.05220773985298394,0.12422499999999996,7.9,4.9,4.406000000000001,79.68249999999999,0.19958649022896702,7.172625000000001,-0.01948951720128896,56.0386385,3.222886250707642,1.3775,0.030054694667103844,61.1,4.005470711469247,9.93e-08,4.8202886305440076e-08,83.05,23.44266184034108,1868.05,191.41786559794514,171.5,8.775380292048487,1.1210000000000001e-05,2.991203649047151e-06,823.0,823.0
16,0.0,0.0,10.0,10.0,0.0,40.0,30.0,10.0,0.0,0.0,0.0,0.0,1474,75.0,1173,0.166666666666667,470.0,787.0,44.0,7.967814281662176,-0.20521790816679086,-0.1176441940708385,-0.24831755303351336,0.022979354709484055,4.1318574911690265,0.00982510188892165,1.2100000000000004,1.0432081378364744,-0.011793273165416188,-22.33359828535862,0.053753639265236054,0.13059999999999997,7.999999999999998,5.320000000000001,4.414,79.35899999999998,0.20071658565721281,7.229900000000001,-0.019640744833257905,56.181058500000006,3.215699723834363,1.375,0.029462782549439376,61.4,4.189935029992178,9.79e-08,4.753492867823033e-08,83.6,22.938323100581403,1863.9,189.66230955745175,172.0,8.819171036881968,1.129e-05,2.9685621285583884e-06,145.50000000000028,24.250000000000096
17,0.0,0.0,10.0,10.0,0.0,45.0,30.0,5.0,0.0,0.0,0.0,0.0,1474,75.0,1173,0.166666666666667,451.0,790.0,49.4,7.919536249293385,-0.171865218347087,-0.08950488506813395,-0.22972223180834986,0.023120686288720806,4.218159913867412,0.009824678672150167,1.1875,1.0432142406960996,-0.01106447021115619,-20.698038087098947,0.05220773985298394,0.12422499999999996,7.9,4.9,4.406000000000001,79.68249999999999,0.19958649022896702,7.172625000000001,-0.01948951720128896,56.0386385,3.222886250707642,1.3775,0.030054694667103844,61.1,4.005470711469247,9.93e-08,4.8202886305440076e-08,83.05,23.44266184034108,1868.05,191.41786559794514,171.5,8.775380292048487,1.1210000000000001e-05,2.991203649047151e-06,145.50000000000028,24.250000000000096
18,0.0,0.0,10.0,10.0,0.0,50.0,30.0,0.0,0.0,0.0,0.0,0.0,1474,75.0,1173,0.166666666666667,409.0,1026.0,29.3,7.87159815518941,-0.12227633133007038,-0.04487140241125949,-0.1939446700266991,0.023254649456802303,4.0956906226071474,0.00982456529855329,1.16,1.043220345730832,-0.00971310029076794,-17.96132115990602,0.050445123972780344,0.11649999999999991,7.799999999999999,4.44,4.398000000000001,80.006,0.19838264050268217,7.082999999999999,-0.019310776639681768,55.8962185,3.246222689205787,1.38,0.030618621784789617,60.8,3.783186487605389,1.007e-07,4.9250793140821595e-08,82.5,24.156068078228294,1872.2,194.7103618198066,171.0,8.75,1.113e-05,3.0362651811065515e-06,145.50000000000028,24.250000000000096
19,0.0,0.0,0.0,0.0,30.0,0.0,10.0,40.0,20.0,0.0,0.0,0.0,1373,75.0,873,0.166666666666667,457.0,772.0,35.2,8.45040303030303,-0.02916624494628855,0.032281710713484804,-0.0944522144761745,0.0221628374284807,9.86897212407117,0.0028228965421644324,1.35,1.0335036730782328,-0.010640708033581112,-21.663060138443996,0.07603203533950349,0.1865,9.2,1.7199999999999993,3.789,69.64399999999999,0.17623993593093898,5.137,-0.01541652767014183,58.561293000000006,3.5714444075913745,1.365,0.02738612787525821,65.6,5.1602879210923325,4.7024e-07,7.591791717751105e-07,128.74,167.9994234683985,1595.254,181.48927581068176,154.0,32.160312720583335,1.647e-05,4.33920664243065e-06,95.50000000000018,15.91666666666673
20,0.0,0.0,0.0,0.0,30.0,0.0,10.0,40.0,20.0,0.0,0.0,0.0,1373,75.0,973,0.166666666666667,402.0,735.0,45.5,8.45040303030303,-0.02916624494628855,0.032281710713484804,-0.0944522144761745,0.0221628374284807,9.86897212407117,0.0028228965421644324,1.35,1.0335036730782328,-0.010640708033581112,-21.663060138443996,0.07603203533950349,0.1865,9.2,1.7199999999999993,3.789,69.64399999999999,0.17623993593093898,5.137,-0.01541652767014183,58.561293000000006,3.5714444075913745,1.365,0.02738612787525821,65.6,5.1602879210923325,4.7024e-07,7.591791717751105e-07,128.74,167.9994234683985,1595.254,181.48927581068176,154.0,32.160312720583335,1.647e-05,4.33920664243065e-06,112.16666666666688,18.694444444444517
21,0.0,0.0,0.0,0.0,30.0,0.0,10.0,40.0,20.0,0.0,0.0,0.0,1373,75.0,1023,0.166666666666667,339.0,713.0,50.5,8.45040303030303,-0.02916624494628855,0.032281710713484804,-0.0944522144761745,0.0221628374284807,9.86897212407117,0.0028228965421644324,1.35,1.0335036730782328,-0.010640708033581112,-21.663060138443996,0.07603203533950349,0.1865,9.2,1.7199999999999993,3.789,69.64399999999999,0.17623993593093898,5.137,-0.01541652767014183,58.561293000000006,3.5714444075913745,1.365,0.02738612787525821,65.6,5.1602879210923325,4.7024e-07,7.591791717751105e-07,128.74,167.9994234683985,1595.254,181.48927581068176,154.0,32.160312720583335,1.647e-05,4.33920664243065e-06,120.50000000000023,20.083333333333414
22,0.0,0.0,0.0,0.0,30.0,0.0,10.0,40.0,20.0,0.0,0.0,0.0,1373,75.0,1073,0.166666666666667,302.0,700.0,53.5,8.45040303030303,-0.02916624494628855,0.032281710713484804,-0.0944522144761745,0.0221628374284807,9.86897212407117,0.0028228965421644324,1.35,1.0335036730782328,-0.010640708033581112,-21.663060138443996,0.07603203533950349,0.1865,9.2,1.7199999999999993,3.789,69.64399999999999,0.17623993593093898,5.137,-0.01541652767014183,58.561293000000006,3.5714444075913745,1.365,0.02738612787525821,65.6,5.1602879210923325,4.7024e-07,7.591791717751105e-07,128.74,167.9994234683985,1595.254,181.48927581068176,154.0,32.160312720583335,1.647e-05,4.33920664243065e-06,128.83333333333357,21.472222222222307
23,0.0,0.0,0.0,0.0,30.0,0.0,10.0,40.0,20.0,0.0,0.0,0.0,1373,75.0,1173,0.166666666666667,235.0,585.0,60.4,8.45040303030303,-0.02916624494628855,0.032281710713484804,-0.0944522144761745,0.0221628374284807,9.86897212407117,0.0028228965421644324,1.35,1.0335036730782328,-0.010640708033581112,-21.663060138443996,0.07603203533950349,0.1865,9.2,1.7199999999999993,3.789,69.64399999999999,0.17623993593093898,5.137,-0.01541652767014183,58.561293000000006,3.5714444075913745,1.365,0.02738612787525821,65.6,5.1602879210923325,4.7024e-07,7.591791717751105e-07,128.74,167.9994234683985,1595.254,181.48927581068176,154.0,32.160312720583335,1.647e-05,4.33920664243065e-06,145.50000000000028,24.250000000000096
24,0.0,0.0,0.0,25.0,5.0,10.0,20.0,40.0,0.0,0.0,0.0,0.0,1373,75.0,1173,0.166666666666667,482.0,792.0,64.5,8.25713834986869,-0.12965504096492142,-0.05005437036972299,-0.16234045393573346,0.017782031166356214,4.489103876712451,0.002839407460961174,1.1450000000000002,1.0335696635852916,-0.011764497800735449,-37.20580098589465,0.050723082553236154,0.1331,8.45,4.840000000000001,4.253,86.457,0.2030661978614063,8.086550000000003,-0.01947730554434971,56.59442625,3.3908068742770343,1.37,0.028767798089122946,62.95,4.7630039782212785,1.5455e-07,3.476425978818892e-07,88.29,22.569980062020434,1846.85,235.30941479179103,171.0,16.97868846728055,1.145e-05,4.981690614571558e-06,145.50000000000028,24.250000000000096
25,0.0,0.0,0.0,25.0,5.0,20.0,10.0,40.0,0.0,0.0,0.0,0.0,1373,75.0,1173,0.166666666666667,477.0,751.0,55.2,8.162065944025521,-0.1253692405262562,-0.04589600163804304,-0.17629607007803735,0.017782031166356214,4.575178593241895,0.002839407460961174,1.1450000000000002,1.0335696635852916,-0.011764497800735449,-37.20580098589465,0.05027561398312769,0.1348,8.350000000000001,4.760000000000002,4.242000000000001,86.967,0.19927256400583312,8.187550000000002,-0.018783431972516883,56.28560675,3.269408830408965,1.375,0.02936101097573507,62.65,4.788996007371554,1.5855e-07,3.4642558538147345e-07,86.29,22.236282869716984,1851.15,233.8048921348886,170.0,16.609095970747994,1.1329999999999998e-05,4.9480194574924765e-06,145.50000000000028,24.250000000000096
26,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,1373,75.0,1073,0.166666666666667,387.0,692.0,64.8,8.027647867162898,-0.15980167436505746,-0.07488576144497482,-0.1970666115006307,0.02249639513229989,5.793658001760473,-0.0042854507014407515,1.5200000000000002,1.0335130802288488,-0.013380866803977112,-26.439813336689593,0.057403979544427386,0.156,8.0,4.160000000000001,4.026,85.24200000000002,0.1863200953378381,7.072000000000001,-0.016503927547796244,56.08114799999999,2.872633813703462,1.38,0.02738612787525821,61.8,3.8340579025361627,3.5980000000000003e-07,6.044073129934812e-07,74.56,38.019310882760614,1801.2,239.62616718547244,162.0,24.899799195977465,1.2959999999999998e-05,5.976872091654631e-06,128.83333333333357,21.472222222222307
27,0.0,0.0,0.0,25.0,5.0,20.0,10.0,40.0,0.0,0.0,0.0,0.0,1373,75.0,1223,0.166666666666667,466.0,705.0,60.0,8.162065944025521,-0.1253692405262562,-0.04589600163804304,-0.17629607007803735,0.017782031166356214,4.575178593241895,0.002839407460961174,1.1450000000000002,1.0335696635852916,-0.011764497800735449,-37.20580098589465,0.05027561398312769,0.1348,8.350000000000001,4.760000000000002,4.242000000000001,86.967,0.19927256400583312,8.187550000000002,-0.018783431972516883,56.28560675,3.269408830408965,1.375,0.02936101097573507,62.65,4.788996007371554,1.5855e-07,3.4642558538147345e-07,86.29,22.236282869716984,1851.15,233.8048921348886,170.0,16.609095970747994,1.1329999999999998e-05,4.9480194574924765e-06,153.83333333333363,25.63888888888899
28,0.0,9.09,0.0,18.182,18.182,18.182,18.182,18.182,0.0,0.0,0.0,0.0,1473,79.0,1273,2.0,537.0,874.0,31.6,7.360357462718247,0.07339585181733438,0.1292537610686004,-0.006523249874254734,0.036682672912327526,2.878796564326924,-0.0015675776806045017,2.3635618171999995,1.0762331980510886,-0.014697116487132183,-10.922201630394017,0.06825626759561852,0.1839645668999999,7.5455000000000005,8.7929752016,3.9681876000000003,79.9105332,0.28360001925089356,10.691581460199997,-0.044912611030677216,53.43599350553999,9.58817730711265,1.368183,0.04847534629386751,63.45438,6.786548481141459,3.2954848000000003e-07,5.766712087817429e-07,89.143996,62.0153202109228,1722.3233429999998,354.7107717186636,154.18259999999998,35.84886974086548,1.3881726e-05,6.45892192367031e-06,1946.0,3892.0
29,1.0,0.0,0.0,12.5,0.0,55.0,17.5,10.0,0.0,4.0,0.0,0.0,1373,79.0,1173,1.0,612.0,1034.0,52.0,8.126646257226252,-0.04399726470218133,0.033697919108340336,-0.13973401241078962,0.045977508551576826,4.908852564414442,0.013210599877513725,1.5666750000000003,1.3932340411629536,-0.010798434505837505,-5.108223972834711,0.04131472457206484,0.09330474999999996,8.005,4.190200000000001,4.42525,89.447,0.4351489359325512,9.506925,-0.038175389251373266,57.354618625,11.567204407144606,1.38125,0.0913414949765871,61.765,5.471981068298831,1.90775e-07,1.2330568072030162e-06,89.31,17.468776662373926,1904.59,387.28061475893116,172.53,23.89907570842413,1.0980500000000001e-05,3.5298230729645146e-06,873.0,873.0
30,2.0,0.0,0.0,12.5,0.0,55.0,17.5,10.0,0.0,3.0,0.0,0.0,1373,79.0,1173,1.0,617.0,1057.0,52.0,8.054402443456325,0.0028680254781697687,0.08344287745775009,-0.0840903501644081,0.05932305610411871,3.4724988269224686,0.018104257711697175,1.916575,1.3941069608876238,-0.010870188168348428,-3.0888017143081004,0.048150229159744456,0.10297274999999996,7.985,5.9918,4.430750000000001,92.802,0.5708192860011883,12.759025000000001,-0.06227088115174582,56.515325624999996,11.894522343503183,1.37375,0.12421131768691154,62.155,6.813738001190757,2.90225e-07,1.7341582475442052e-06,89.32,17.50816447007454,1913.63,436.5138534406946,170.56,28.589422971925227,1.1003499999999999e-05,3.4769873413561537e-06,873.0,873.0
31,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,1373,60.0,1073,1.0,410.0,763.0,57.0,8.027647867162898,-0.15980167436505746,-0.07488576144497482,-0.1970666115006307,0.02249639513229989,5.793658001760473,-0.0042854507014407515,1.5200000000000002,1.0335130802288488,-0.013380866803977112,-26.439813336689593,0.057403979544427386,0.156,8.0,4.160000000000001,4.026,85.24200000000002,0.1863200953378381,7.072000000000001,-0.016503927547796244,56.08114799999999,2.872633813703462,1.38,0.02738612787525821,61.8,3.8340579025361627,3.5980000000000003e-07,6.044073129934812e-07,74.56,38.019310882760614,1801.2,239.62616718547244,162.0,24.899799195977465,1.2959999999999998e-05,5.976872091654631e-06,773.0,773.0
32,0.0,0.0,0.0,25.0,0.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,1473,92.0,1173,1.0,280.0,710.0,40.0,8.175043328498912,-0.11553797767079824,-0.03368432736515862,-0.15548570275319482,0.016296860180307,5.752836761366146,0.006388040617826579,1.0,1.0240199430008805,-0.011525651318350769,-43.39678913154769,0.04194097300940812,0.11374999999999996,8.25,3.75,4.3025,87.4225,0.19530938435632914,8.128125,-0.0184711345798068,56.36692375,3.2339214855841685,1.375,0.028867513459481187,62.25,4.272001872658765,8.974999999999999e-08,2.995969514753669e-08,91.25,8.381527307120106,1871.75,208.27605879377177,172.5,9.574271077563381,1.0775e-05,3.975235842060192e-06,873.0,873.0
33,0.0,0.0,0.0,0.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,1373,90.0,1273,1.0,200.0,550.0,38.0,8.245835379061372,-0.11890380898606676,-0.042184860519961245,-0.2015660256150451,0.022956503523012952,4.917130993691397,0.0063363298860028006,1.375,1.0335696635852916,-0.011525651318350769,-21.87026236631532,0.05853870253623846,0.15125,8.5,4.0,4.0075,77.3775,0.03180746843215635,1.2193749999999994,-0.000545109481286634,57.10241,2.012343464525044,1.375,0.028867513459481187,63.0,3.1622776601683795,4.1800000000000006e-07,6.81539433928808e-07,69.7,42.06930789383951,1706.5,129.5131910913582,162.5,28.722813232690143,1.4975e-05,4.534589286804263e-06,973.0,973.0
